id,cargo,cidade,senioridade,salario_min,salario_max,modalidade
2615,Desenvolvimento Backend,São Paulo - SP,Sênior,10353,15713,Híbrido
2616,Desenvolvimento Backend,São Paulo - SP,Júnior,2620,4764,Presencial
2617,Suporte / Infraestrutura,São Paulo - SP,Júnior,2659,4472,Remoto
2618,Dados / BI,Rio de Janeiro - RJ,Pleno,5374,8599,Remoto
2619,Dados / BI,São Paulo - SP,Júnior,2697,4541,Remoto
2620,Desenvolvimento Backend,São Paulo - SP,Sênior,10068,15850,Híbrido
2621,Desenvolvimento Frontend,São Paulo - SP,Sênior,9975,15719,Híbrido
2622,Desenvolvimento Backend,Remoto (Brasil),Pleno,5114,9136,Presencial
2623,Desenvolvimento Backend,Remoto (Brasil),Júnior,2668,4541,Híbrido
2624,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2559,4366,Híbrido
2625,Dados / BI,São Paulo - SP,Júnior,2558,4369,Híbrido
2626,Dados / BI,Remoto (Brasil),Pleno,5489,8666,Remoto
2627,Desenvolvimento Backend,São Paulo - SP,Pleno,5081,8756,Híbrido
2628,Desenvolvimento Backend,Remoto (Brasil),Pleno,5480,8833,Remoto
2629,Dados / BI,São Paulo - SP,Júnior,2664,4504,Remoto
2630,Suporte / Infraestrutura,São Paulo - SP,Sênior,9714,15502,Remoto
2631,Suporte / Infraestrutura,São Paulo - SP,Pleno,5336,9207,Presencial
2632,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10282,15484,Presencial
2633,Dados / BI,São Paulo - SP,Pleno,5212,9187,Remoto
2634,Desenvolvimento Backend,São Paulo - SP,Júnior,2667,4562,Presencial
2635,Desenvolvimento Backend,Remoto (Brasil),Pleno,5293,8607,Remoto
2636,Dados / BI,São Paulo - SP,Júnior,2619,4548,Híbrido
2637,Suporte / Infraestrutura,São Paulo - SP,Pleno,5039,9388,Híbrido
2638,Desenvolvimento Backend,São Paulo - SP,Júnior,2626,4628,Remoto
2639,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5281,9074,Presencial
2640,Dados / BI,São Paulo - SP,Pleno,5077,8793,Híbrido
2641,Dados / BI,São Paulo - SP,Júnior,2724,4733,Híbrido
2642,Desenvolvimento Backend,Remoto (Brasil),Sênior,10335,16955,Híbrido
2643,Desenvolvimento Backend,São Paulo - SP,Pleno,5447,8671,Híbrido
2644,Desenvolvimento Backend,Remoto (Brasil),Pleno,5457,8786,Presencial
2645,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2580,4342,Presencial
2646,Desenvolvimento Frontend,São Paulo - SP,Sênior,9695,15992,Remoto
2647,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2706,4656,Remoto
2648,Desenvolvimento Frontend,São Paulo - SP,Pleno,5393,8875,Híbrido
2649,Dados / BI,São Paulo - SP,Pleno,5345,9448,Remoto
2650,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5107,8657,Presencial
2651,Suporte / Infraestrutura,São Paulo - SP,Pleno,5385,8706,Híbrido
2652,Suporte / Infraestrutura,São Paulo - SP,Júnior,2692,4521,Presencial
2653,Suporte / Infraestrutura,São Paulo - SP,Pleno,5027,9444,Remoto
2654,Dados / BI,São Paulo - SP,Júnior,2605,4562,Híbrido
2655,Desenvolvimento Frontend,São Paulo - SP,Júnior,2505,4353,Remoto
2656,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5444,8671,Híbrido
2657,Desenvolvimento Backend,Remoto (Brasil),Júnior,2612,4439,Remoto
2658,Dados / BI,São Paulo - SP,Júnior,2594,4791,Remoto
2659,Desenvolvimento Backend,Remoto (Brasil),Sênior,10254,16063,Híbrido
2660,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2619,4786,Remoto
2661,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2661,4613,Remoto
2662,Desenvolvimento Backend,Remoto (Brasil),Sênior,9617,16169,Presencial
2663,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2670,4368,Remoto
2664,Desenvolvimento Frontend,São Paulo - SP,Sênior,10183,16282,Remoto
2665,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5013,9303,Híbrido
2666,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10289,15358,Híbrido
2667,Desenvolvimento Backend,São Paulo - SP,Pleno,5419,8741,Remoto
2668,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5212,8973,Presencial
2669,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9784,15656,Remoto
2670,Dados / BI,São Paulo - SP,Júnior,2657,4621,Remoto
2671,Desenvolvimento Frontend,São Paulo - SP,Júnior,2607,4569,Híbrido
2672,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5141,9383,Remoto
2673,Suporte / Infraestrutura,São Paulo - SP,Júnior,2617,4475,Presencial
2674,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2640,4516,Remoto
2675,Dados / BI,São Paulo - SP,Pleno,5376,9476,Híbrido
2676,Desenvolvimento Backend,Remoto (Brasil),Sênior,9769,16962,Remoto
2677,Desenvolvimento Backend,São Paulo - SP,Pleno,5171,8901,Remoto
2678,Suporte / Infraestrutura,São Paulo - SP,Pleno,5092,9096,Híbrido
2679,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2564,4793,Remoto
2680,Desenvolvimento Backend,São Paulo - SP,Júnior,2523,4378,Presencial
2681,Desenvolvimento Backend,São Paulo - SP,Júnior,2676,4324,Híbrido
2682,Dados / BI,São Paulo - SP,Júnior,2549,4346,Híbrido
2683,Desenvolvimento Backend,São Paulo - SP,Sênior,9587,15939,Presencial
2684,Desenvolvimento Backend,São Paulo - SP,Pleno,5273,8972,Híbrido
2685,Dados / BI,São Paulo - SP,Pleno,5023,9179,Remoto
2686,Dados / BI,Rio de Janeiro - RJ,Júnior,2664,4600,Presencial
2687,Desenvolvimento Backend,São Paulo - SP,Júnior,2707,4689,Remoto
2688,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2547,4577,Híbrido
2689,Desenvolvimento Backend,São Paulo - SP,Júnior,2573,4699,Remoto
2690,Dados / BI,São Paulo - SP,Júnior,2565,4483,Remoto
2691,Desenvolvimento Backend,São Paulo - SP,Sênior,10031,15588,Remoto
2692,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10101,15567,Remoto
2693,Dados / BI,São Paulo - SP,Júnior,2669,4698,Híbrido
2694,Desenvolvimento Backend,São Paulo - SP,Júnior,2557,4614,Remoto
2695,Desenvolvimento Backend,Remoto (Brasil),Sênior,9619,16931,Remoto
2696,Desenvolvimento Backend,Remoto (Brasil),Pleno,5145,8891,Remoto
2697,Desenvolvimento Backend,São Paulo - SP,Pleno,5219,9362,Remoto
2698,Dados / BI,São Paulo - SP,Pleno,5373,9379,Híbrido
2699,Desenvolvimento Backend,São Paulo - SP,Sênior,10340,15796,Híbrido
2700,Desenvolvimento Frontend,São Paulo - SP,Pleno,5396,8644,Remoto
2701,Suporte / Infraestrutura,São Paulo - SP,Sênior,9773,16299,Presencial
2702,Desenvolvimento Backend,Remoto (Brasil),Pleno,5213,8976,Remoto
2703,Suporte / Infraestrutura,São Paulo - SP,Pleno,5081,8845,Híbrido
2704,Dados / BI,São Paulo - SP,Pleno,5357,9255,Híbrido
2705,Suporte / Infraestrutura,São Paulo - SP,Júnior,2733,4682,Remoto
2706,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2664,4554,Remoto
2707,Desenvolvimento Frontend,São Paulo - SP,Júnior,2640,4488,Remoto
2708,Dados / BI,Remoto (Brasil),Pleno,5075,8853,Remoto
2709,Desenvolvimento Backend,São Paulo - SP,Pleno,5256,8635,Remoto
2710,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9985,15567,Remoto
2711,Desenvolvimento Backend,São Paulo - SP,Sênior,10067,16757,Híbrido
2712,Suporte / Infraestrutura,São Paulo - SP,Sênior,9792,16115,Remoto
2713,Dados / BI,Remoto (Brasil),Júnior,2648,4745,Remoto
2714,Suporte / Infraestrutura,São Paulo - SP,Pleno,5235,8692,Presencial
2715,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9581,16667,Híbrido
2716,Desenvolvimento Frontend,São Paulo - SP,Pleno,5344,8576,Híbrido
2717,Desenvolvimento Frontend,São Paulo - SP,Sênior,9610,15647,Híbrido
2718,Desenvolvimento Backend,São Paulo - SP,Pleno,5389,9322,Presencial
2719,Dados / BI,São Paulo - SP,Sênior,9929,16287,Híbrido
2720,Dados / BI,São Paulo - SP,Sênior,10058,16932,Presencial
2721,Suporte / Infraestrutura,São Paulo - SP,Júnior,2518,4448,Remoto
2722,Dados / BI,Remoto (Brasil),Pleno,5302,9228,Híbrido
2723,Dados / BI,Remoto (Brasil),Sênior,9539,15608,Presencial
2724,Dados / BI,Remoto (Brasil),Pleno,5037,9447,Remoto
2725,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9764,16327,Presencial
2726,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2550,4358,Presencial
2727,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2735,4598,Remoto
2728,Desenvolvimento Backend,São Paulo - SP,Júnior,2626,4379,Híbrido
2729,Desenvolvimento Backend,São Paulo - SP,Sênior,9516,15577,Presencial
2730,Desenvolvimento Backend,São Paulo - SP,Sênior,9590,15892,Presencial
2731,Dados / BI,São Paulo - SP,Júnior,2624,4798,Híbrido
2732,Desenvolvimento Backend,Remoto (Brasil),Pleno,5309,8623,Remoto
2733,Suporte / Infraestrutura,São Paulo - SP,Pleno,5194,8675,Remoto
2734,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2681,4441,Remoto
2735,Desenvolvimento Backend,São Paulo - SP,Sênior,9689,16095,Presencial
2736,Suporte / Infraestrutura,São Paulo - SP,Pleno,5378,8869,Remoto
2737,Dados / BI,São Paulo - SP,Sênior,10224,16255,Remoto
2738,Desenvolvimento Backend,Remoto (Brasil),Pleno,5486,9162,Remoto
2739,Desenvolvimento Frontend,São Paulo - SP,Pleno,5174,8993,Híbrido
2740,Dados / BI,São Paulo - SP,Júnior,2547,4549,Remoto
2741,Desenvolvimento Backend,São Paulo - SP,Pleno,5207,8925,Híbrido
2742,Desenvolvimento Backend,Remoto (Brasil),Sênior,10169,15862,Híbrido
2743,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5092,8816,Remoto
2744,Dados / BI,São Paulo - SP,Sênior,9918,16408,Híbrido
2745,Dados / BI,São Paulo - SP,Pleno,5098,9063,Remoto
2746,Dados / BI,Remoto (Brasil),Pleno,5092,8729,Híbrido
2747,Dados / BI,Rio de Janeiro - RJ,Pleno,5183,9170,Remoto
2748,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5231,9169,Híbrido
2749,Suporte / Infraestrutura,São Paulo - SP,Júnior,2507,4742,Presencial
2750,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5303,8684,Remoto
2751,Dados / BI,São Paulo - SP,Pleno,5489,9051,Remoto
2752,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5435,8624,Presencial
2753,Dados / BI,São Paulo - SP,Júnior,2577,4359,Remoto
2754,Dados / BI,São Paulo - SP,Pleno,5232,8844,Remoto
2755,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5312,8778,Presencial
2756,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5012,9239,Remoto
2757,Desenvolvimento Frontend,São Paulo - SP,Pleno,5463,9285,Híbrido
2758,Suporte / Infraestrutura,São Paulo - SP,Júnior,2582,4496,Híbrido
2759,Suporte / Infraestrutura,São Paulo - SP,Pleno,5377,8550,Remoto
2760,Desenvolvimento Backend,São Paulo - SP,Pleno,5278,8989,Remoto
2761,Desenvolvimento Backend,São Paulo - SP,Júnior,2615,4707,Remoto
2762,Dados / BI,São Paulo - SP,Júnior,2557,4534,Presencial
2763,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2662,4330,Remoto
2764,Desenvolvimento Backend,Remoto (Brasil),Pleno,5434,8957,Remoto
2765,Desenvolvimento Backend,São Paulo - SP,Júnior,2572,4665,Remoto
2766,Dados / BI,Remoto (Brasil),Júnior,2520,4552,Remoto
2767,Dados / BI,Remoto (Brasil),Pleno,5055,8885,Remoto
2768,Desenvolvimento Backend,Remoto (Brasil),Pleno,5193,8565,Remoto
2769,Dados / BI,Remoto (Brasil),Júnior,2668,4393,Presencial
2770,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2637,4791,Remoto
2771,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5200,8738,Híbrido
2772,Desenvolvimento Backend,Remoto (Brasil),Pleno,5424,8684,Híbrido
2773,Desenvolvimento Backend,São Paulo - SP,Sênior,9867,16701,Híbrido
2774,Desenvolvimento Backend,São Paulo - SP,Sênior,9505,16111,Presencial
2775,Desenvolvimento Backend,São Paulo - SP,Júnior,2540,4576,Remoto
2776,Desenvolvimento Backend,São Paulo - SP,Pleno,5054,9140,Híbrido
2777,Desenvolvimento Backend,São Paulo - SP,Pleno,5309,8613,Remoto
2778,Dados / BI,Rio de Janeiro - RJ,Sênior,9885,16765,Remoto
2779,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2615,4616,Remoto
2780,Desenvolvimento Backend,São Paulo - SP,Pleno,5500,8772,Híbrido
2781,Desenvolvimento Backend,Remoto (Brasil),Sênior,10047,16873,Híbrido
2782,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5400,9307,Presencial
2783,Dados / BI,Rio de Janeiro - RJ,Sênior,9938,16161,Híbrido
2784,Desenvolvimento Backend,São Paulo - SP,Pleno,5034,8678,Híbrido
2785,Suporte / Infraestrutura,São Paulo - SP,Júnior,2669,4357,Remoto
2786,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5280,9246,Presencial
2787,Desenvolvimento Backend,Remoto (Brasil),Júnior,2562,4389,Remoto
2788,Dados / BI,São Paulo - SP,Pleno,5325,9079,Remoto
2789,Desenvolvimento Backend,São Paulo - SP,Júnior,2579,4418,Remoto
2790,Dados / BI,São Paulo - SP,Sênior,10083,16840,Remoto
2791,Suporte / Infraestrutura,São Paulo - SP,Pleno,5320,9064,Híbrido
2792,Dados / BI,São Paulo - SP,Júnior,2625,4657,Presencial
2793,Desenvolvimento Backend,Remoto (Brasil),Júnior,2634,4391,Híbrido
2794,Desenvolvimento Backend,São Paulo - SP,Júnior,2609,4521,Remoto
2795,Suporte / Infraestrutura,São Paulo - SP,Júnior,2571,4481,Presencial
2796,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5476,9319,Híbrido
2797,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2571,4736,Remoto
2798,Dados / BI,São Paulo - SP,Júnior,2745,4531,Presencial
2799,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5443,8981,Remoto
2800,Dados / BI,Rio de Janeiro - RJ,Pleno,5359,8572,Remoto
2801,Dados / BI,São Paulo - SP,Júnior,2722,4720,Híbrido
2802,Dados / BI,São Paulo - SP,Pleno,5281,9427,Híbrido
2803,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9882,15538,Remoto
2804,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5047,8849,Híbrido
2805,Dados / BI,Remoto (Brasil),Pleno,5474,9131,Híbrido
2806,Desenvolvimento Frontend,São Paulo - SP,Pleno,5202,8751,Remoto
2807,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2535,4772,Presencial
2808,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5257,9490,Remoto
2809,Dados / BI,São Paulo - SP,Pleno,5231,9241,Híbrido
2810,Dados / BI,São Paulo - SP,Pleno,5326,8637,Híbrido
2811,Desenvolvimento Backend,São Paulo - SP,Pleno,5468,9163,Híbrido
2812,Dados / BI,Rio de Janeiro - RJ,Sênior,9649,15835,Remoto
2813,Desenvolvimento Backend,Remoto (Brasil),Sênior,9500,15458,Híbrido
2814,Dados / BI,Rio de Janeiro - RJ,Pleno,5353,9466,Presencial
2815,Dados / BI,São Paulo - SP,Pleno,5387,9295,Remoto
2816,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2589,4527,Remoto
2817,Desenvolvimento Backend,São Paulo - SP,Júnior,2631,4650,Híbrido
2818,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5006,8655,Remoto
2819,Desenvolvimento Backend,Remoto (Brasil),Pleno,5134,8586,Remoto
2820,Dados / BI,São Paulo - SP,Pleno,5286,9211,Remoto
2821,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5409,9079,Híbrido
2822,Dados / BI,São Paulo - SP,Pleno,5182,9143,Remoto
2823,Desenvolvimento Backend,São Paulo - SP,Júnior,2582,4762,Remoto
2824,Desenvolvimento Frontend,São Paulo - SP,Pleno,5216,8885,Remoto
2825,Suporte / Infraestrutura,São Paulo - SP,Júnior,2667,4623,Remoto
2826,Desenvolvimento Frontend,São Paulo - SP,Pleno,5397,9267,Presencial
2827,Desenvolvimento Backend,São Paulo - SP,Pleno,5444,8763,Híbrido
2828,Desenvolvimento Backend,São Paulo - SP,Júnior,2711,4556,Remoto
2829,Desenvolvimento Backend,São Paulo - SP,Pleno,5378,9277,Presencial
2830,Dados / BI,Remoto (Brasil),Sênior,9504,16946,Presencial
2831,Desenvolvimento Backend,Remoto (Brasil),Júnior,2684,4751,Presencial
2832,Suporte / Infraestrutura,São Paulo - SP,Pleno,5470,9314,Remoto
2833,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5246,9218,Remoto
2834,Desenvolvimento Backend,São Paulo - SP,Júnior,2512,4743,Híbrido
2835,Dados / BI,Remoto (Brasil),Sênior,9553,16014,Híbrido
2836,Suporte / Infraestrutura,São Paulo - SP,Sênior,10424,16174,Híbrido
2837,Desenvolvimento Frontend,São Paulo - SP,Sênior,9912,16876,Híbrido
2838,Desenvolvimento Backend,Remoto (Brasil),Júnior,2568,4328,Presencial
2839,Desenvolvimento Backend,São Paulo - SP,Pleno,5364,8923,Remoto
2840,Suporte / Infraestrutura,São Paulo - SP,Júnior,2566,4444,Híbrido
2841,Desenvolvimento Backend,Remoto (Brasil),Júnior,2512,4710,Remoto
2842,Desenvolvimento Backend,São Paulo - SP,Júnior,2679,4369,Remoto
2843,Dados / BI,Rio de Janeiro - RJ,Júnior,2589,4606,Presencial
2844,Desenvolvimento Backend,Remoto (Brasil),Sênior,10440,15716,Remoto
2845,Dados / BI,Remoto (Brasil),Pleno,5055,8840,Remoto
2846,Desenvolvimento Frontend,São Paulo - SP,Pleno,5211,9198,Presencial
2847,Desenvolvimento Backend,São Paulo - SP,Sênior,10006,16718,Híbrido
2848,Suporte / Infraestrutura,São Paulo - SP,Pleno,5170,8820,Remoto
2849,Dados / BI,São Paulo - SP,Júnior,2725,4696,Remoto
2850,Suporte / Infraestrutura,São Paulo - SP,Júnior,2691,4513,Híbrido
2851,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2536,4573,Presencial
2852,Suporte / Infraestrutura,São Paulo - SP,Júnior,2560,4483,Remoto
2853,Dados / BI,Remoto (Brasil),Pleno,5301,8603,Híbrido
2854,Suporte / Infraestrutura,São Paulo - SP,Júnior,2710,4592,Híbrido
2855,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2725,4627,Presencial
2856,Desenvolvimento Backend,Remoto (Brasil),Pleno,5213,8984,Híbrido
2857,Dados / BI,Remoto (Brasil),Júnior,2535,4665,Presencial
2858,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10367,15307,Presencial
2859,Dados / BI,Rio de Janeiro - RJ,Sênior,10190,16896,Presencial
2860,Desenvolvimento Backend,São Paulo - SP,Pleno,5148,8692,Remoto
2861,Dados / BI,Remoto (Brasil),Sênior,10251,16029,Híbrido
2862,Suporte / Infraestrutura,São Paulo - SP,Pleno,5245,8957,Presencial
2863,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5340,9232,Remoto
2864,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2540,4414,Híbrido
2865,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5203,8637,Híbrido
2866,Dados / BI,São Paulo - SP,Júnior,2581,4609,Híbrido
2867,Suporte / Infraestrutura,São Paulo - SP,Júnior,2582,4628,Presencial
2868,Desenvolvimento Backend,São Paulo - SP,Pleno,5012,8874,Remoto
2869,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10299,16093,Híbrido
2870,Suporte / Infraestrutura,São Paulo - SP,Júnior,2601,4499,Híbrido
2871,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9869,16884,Híbrido
2872,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5228,9124,Presencial
2873,Dados / BI,São Paulo - SP,Pleno,5396,8694,Híbrido
2874,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5032,9209,Híbrido
2875,Desenvolvimento Frontend,São Paulo - SP,Pleno,5329,9165,Presencial
2876,Dados / BI,São Paulo - SP,Júnior,2530,4644,Híbrido
2877,Suporte / Infraestrutura,São Paulo - SP,Júnior,2740,4389,Híbrido
2878,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5293,9012,Híbrido
2879,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2664,4710,Presencial
2880,Dados / BI,São Paulo - SP,Sênior,9761,15401,Remoto
2881,Desenvolvimento Backend,São Paulo - SP,Júnior,2685,4353,Presencial
2882,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5446,8824,Híbrido
2883,Suporte / Infraestrutura,São Paulo - SP,Pleno,5437,8976,Presencial
2884,Dados / BI,São Paulo - SP,Júnior,2507,4760,Remoto
2885,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5124,8712,Remoto
2886,Desenvolvimento Frontend,São Paulo - SP,Pleno,5305,9257,Remoto
2887,Desenvolvimento Backend,São Paulo - SP,Sênior,9532,16520,Híbrido
2888,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5143,8726,Remoto
2889,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5072,9414,Híbrido
2890,Desenvolvimento Backend,São Paulo - SP,Júnior,2643,4793,Remoto
2891,Desenvolvimento Backend,São Paulo - SP,Júnior,2678,4645,Remoto
2892,Dados / BI,Remoto (Brasil),Sênior,9642,16250,Remoto
2893,Desenvolvimento Backend,São Paulo - SP,Pleno,5051,8664,Presencial
2894,Suporte / Infraestrutura,São Paulo - SP,Júnior,2726,4555,Remoto
2895,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5056,9258,Híbrido
2896,Desenvolvimento Backend,São Paulo - SP,Júnior,2587,4361,Híbrido
2897,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2670,4781,Híbrido
2898,Desenvolvimento Frontend,São Paulo - SP,Sênior,9927,15577,Remoto
2899,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2715,4391,Híbrido
2900,Desenvolvimento Backend,São Paulo - SP,Pleno,5389,8985,Remoto
2901,Dados / BI,São Paulo - SP,Júnior,2749,4721,Remoto
2902,Desenvolvimento Backend,São Paulo - SP,Pleno,5220,8796,Remoto
2903,Desenvolvimento Backend,Remoto (Brasil),Pleno,5481,8610,Híbrido
2904,Desenvolvimento Backend,São Paulo - SP,Pleno,5469,9390,Híbrido
2905,Desenvolvimento Backend,São Paulo - SP,Júnior,2694,4430,Híbrido
2906,Dados / BI,São Paulo - SP,Pleno,5435,8642,Híbrido
2907,Dados / BI,São Paulo - SP,Júnior,2511,4759,Remoto
2908,Desenvolvimento Frontend,São Paulo - SP,Júnior,2594,4546,Híbrido
2909,Desenvolvimento Backend,São Paulo - SP,Júnior,2573,4641,Híbrido
2910,Suporte / Infraestrutura,São Paulo - SP,Sênior,9881,15760,Híbrido
2911,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9995,16290,Remoto
2912,Desenvolvimento Backend,São Paulo - SP,Sênior,9978,16538,Presencial
2913,Dados / BI,São Paulo - SP,Sênior,9644,16703,Presencial
2914,Desenvolvimento Frontend,São Paulo - SP,Júnior,2640,4446,Remoto
2915,Desenvolvimento Backend,São Paulo - SP,Sênior,9616,16882,Híbrido
2916,Suporte / Infraestrutura,São Paulo - SP,Pleno,5149,8904,Remoto
2917,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2545,4323,Híbrido
2918,Dados / BI,São Paulo - SP,Sênior,10262,15934,Remoto
2919,Dados / BI,Rio de Janeiro - RJ,Pleno,5024,8793,Híbrido
2920,Dados / BI,São Paulo - SP,Júnior,2604,4670,Remoto
2921,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5022,8627,Remoto
2922,Desenvolvimento Frontend,São Paulo - SP,Júnior,2562,4463,Remoto
2923,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5280,8723,Híbrido
2924,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5039,9452,Remoto
2925,Dados / BI,Rio de Janeiro - RJ,Júnior,2644,4666,Híbrido
2926,Dados / BI,São Paulo - SP,Pleno,5261,9156,Remoto
